id,question,valid,row_count,needs_manual_review,review_reason,expected_family,expected_answer_shape,error,human_gold_valid,human_notes,semantic_audit_status,semantic_audit_notes
FINALKGQA431,Which component stands out with the highest participant total in Tier1 inventory?,True,1,False,,inventory,ranking_top,,,,,
FINALKGQA432,How many companies are referenced in relation to the OEM survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA433,Which regions and quarters experienced the greatest overall percentage change in Tier1 demand?,True,35,False,,regional_demand,sum,,correct,Correct: returns the top region/quarter combination by Tier1 percentage-change total.,correct,Correct: returns the top region/quarter combination by Tier1 percentage-change total.
FINALKGQA434,Calculate the total percentage change for BL1 and BL2 in current demand among Tier1 Automotive respondents?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA435,Provide the summed future demand percentage for Semiconductor by each region and quarter?,True,35,False,,future_demand,sum,,,,,
FINALKGQA436,"How much did each vehicle type sell annually, grouped by year and type?",True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA437,Could you provide the average autonomous driving development percentage broken down by year?,True,3,False,,autonomous_driving,average,,,,,
FINALKGQA438,"Among order cancellation response types, which one engages the most participants?",True,1,False,,order_cancellation,ranking_top,,,,,
FINALKGQA439,"Could you provide the company counts that have reported shortages, categorized according to survey type?",True,6,False,,shortage,count,,,,,
FINALKGQA440,Provide the summed Tier1 inventory responses categorized by component and trend?,True,9,False,,inventory,sum,,,,,
FINALKGQA441,"Show the technology categories, detailing both their current demand and how much each has changed in percentage terms?",True,5,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA442,"Across each quarter, what is the count of demand entries associated with each survey?",True,21,False,,regional_demand,count,,,,,
FINALKGQA443,Identify the baseline types that exist within the dataset?,True,5,False,,current_demand_baselines,raw_or_lookup,,,,correct,Lists distinct baseline types in the dataset; matches the question.
FINALKGQA444,Which technology category leads in terms of average percentage change in forecasted demand?,True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA445,Please provide the total forecasted vehicle sales units as documented in the dataset?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA446,"Could you provide the average autonomous-driving development figures for OEMs, segmented by vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA447,Identify the technology category and response type for each observation involving an order-cancellation participant?,True,15,False,,order_cancellation,raw_or_lookup,,correct,Correct: returns technology category and response type for each order-cancellation participant observation.,correct,Correct: returns technology category and response type for each order-cancellation participant observation.
FINALKGQA448,"Which Tier1 companies have not provided reports indicating a semiconductor shortage, and how many are there?",True,1,False,,shortage,count,,correct,Correct: query lists Tier1 companies with reportsShortage=false and includes the total count.,correct,Correct: query lists Tier1 companies with reportsShortage=false and includes the total count.
FINALKGQA449,Which semiconductor technology category together with an inventory trend is found in the largest number of instances?,True,1,False,,inventory,ranking_top,,,,,
FINALKGQA450,Show me every region name that appears in our records?,True,5,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA451,How many entries are recorded for DemandForRegion overall?,True,1,False,,regional_demand,count,,correct,Correct: counts all DemandForRegion records.,correct,Correct: counts all DemandForRegion records.
FINALKGQA452,"For each of the baselines BL1 and BL2, how many Tier1 Automotive current-demand entries have been captured?",True,2,False,,current_demand_baselines,count,,,,,
FINALKGQA453,Which vehicle types experience the highest and lowest average percentage changes in future demand for each quarter?,True,24,False,,future_demand,average,,,,,
FINALKGQA454,Which month records the highest projected vehicle sales figures?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA455,"Could you provide the average autonomous-driving development values for Tier1 suppliers, categorized by vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA456,How many OrderCancellation entries are tied to OEM survey items?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA457,What is the count of OEM companies that have reported a shortage and those that have not?,True,2,False,,shortage,count,,,,,
FINALKGQA458,How many inventory trends are documented per semiconductor technology category?,True,9,False,,inventory,count,,,,,
FINALKGQA459,How many regions are listed within the survey information?,True,1,False,,catalog_lookup,count,,correct,"Manual semantic spot check: query returns the number of distinct regions, matching the requested region count.",correct,"Manual semantic spot check: query returns the number of distinct regions, matching the requested region count."
FINALKGQA460,Could you provide the overall demand figures per region based on the OEM survey results?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA461,"Out of all Tier1 Automotive baselines, which reports the highest mean percentage change in current demand?",True,1,False,,current_demand_baselines,ranking_top,,,,,
FINALKGQA462,"Show the summed future demand by quarter for Option1, Option2, and Option3 in the Automotive category?",True,8,False,,future_demand,sum,,,,,
FINALKGQA463,"Among all vehicle types, which one reports the highest total sales for a year?",True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA464,"For each OEM, how is the average percentage of autonomous driving distributed when considering vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA465,Which semiconductor technology categories report the largest aggregate of order cancellations?,True,5,False,,order_cancellation,sum,,,,,
FINALKGQA466,Count the OEM companies that have reported a semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA467,"Show the combined inventory levels for each category: EV, non-EV, and mixed components?",True,3,False,,inventory,sum,,,,,
FINALKGQA468,What is the count of companies that are linked with the Tier1 survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA469,How many Tier1 demand entries are recorded for the Americas area?,True,1,False,,regional_demand,count,,,,,
FINALKGQA470,"Across BL1 and BL2, what is the total current demand percentage change reported for Tier1?",True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA471,What is the count of FutureDemandAnalysis entries that are related to OEM surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA472,"Provide the total vehicle units sold for every month, referencing only actual sales observations?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA473,Which vehicle types and SAE levels show the highest and lowest average autonomous driving development for Tier1 suppliers?,True,45,False,,autonomous_driving,average,,,,,
FINALKGQA474,"List the total semiconductor order cancellation responses, organized by both technology category and response type?",True,15,False,,order_cancellation,sum,,,,,
FINALKGQA475,Provide the counts of semiconductor companies that have reported shortages and those that have not?,True,2,False,,shortage,count,,,,,
FINALKGQA476,"How many inventory records in Tier1 companies are designated as increase, stable, or decrease?",True,3,False,,inventory,count,,,,correct,Counts Tier1 inventory records by trend status; matches the question.
FINALKGQA477,"Show the survey types available for Tier1, OEM, and Semiconductor groups?",True,3,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA478,Could you provide the combined and mean demand levels reported in the Tier1 survey?,True,1,False,,regional_demand,average,,,,correct,Returns total and average demand for Tier1 survey; matches the question.
FINALKGQA479,What is the combined BL1 versus BL2 percentage change for Tier1 current demand?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA480,Provide the future-demand percentage data organized by technology category and quarter?,True,120,False,,future_demand,raw_or_lookup,,correct,Correct: returns future-demand percentage data by technology category and quarter.,correct,Correct: returns future-demand percentage data by technology category and quarter.
