request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,answer_text,execution_selection_reason,selected_query,correctness,notes,strict_result_match,source_gold_id,audit_method,human_sparql_difficulty,failure_type,failure_family
FULLKGQA0167,How many Tier1 inventory trend records pertain to each component?,inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_EV"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_both"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_both"", ""participantTotal"": ""3"", ""trend"": ""Stable""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Decrease""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""1"", ""trend"": ""Increase""}, {""component"": ""Component_non_EV"", ""participantTotal"": ""3"", ""trend"": ""S...","Answer: The query returned 9 row(s). First results: component: Component_EV, trend: Decrease, participant total: 1; component: Component_EV, trend: Increase, participant total: 1; component: Component_EV, trend: Stable, participant total: 3; component: Component_both, trend: Decrease, participant total: 1; component: Component_both, trend: Increase, participant total: 1; component: Component_both, trend: Stable, participant total: 3; component: Component_non_EV, trend: Decrease, participant total: 1; component: Component_non_EV, trend: Increase, participant total: 1.",,SELECT ?component ?trend (SUM(?participants) AS ?participantTotal) WHERE { ?entry a survey:InventoryDevelopment_Tier1 ; survey:forComponent ?component ; survey:inventoryTrend ?trend ; survey:participantCount ?participants . } GROUP BY ?component ?trend ORDER BY ?component ?trend,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0168,What is carries out task?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,Role(s) or Organizational unit(s) that carrries (carry) out the process step (equivalent to R in RACI notation) Its declared domain is not specified and its declared range is Task.,,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0169,What is the quantity of OrderCancellation entries that reference the Semiconductor survey?,order_cancellation,,llm_ranking,llm_ranking,infineon,0,8,1,,"[{""OrderCancellationCount"": ""0""}]",Answer: The result is 0.,kept_selected_nonempty,SELECT (COUNT(?entry) AS ?OrderCancellationCount) WHERE { ?entry a survey:OrderCancellation ; survey:hasSurveyOrigin survey:Semiconductor_Survey . },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0170,What does HP Forecast mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"High Priority Forecast is an implicitly expected, internally generated demand signal of the highest priority. It is used in supply chain planning under constrained supply conditions to strategically reserve and protect generated supply ahead of order confirmation. Demand planned from HP_FCST is not allocated to specific customer orders automatically, but is held for strategic distribution decisions, such as serving preferred customers or fulfilling high value demand. As a subclass of Operational_Demand, it represents an implicit expected customer need, originating from an internal business division rather than a direct customer order. In the Digital Reference ontology, it is a subclass of Forecast, Operational Demand.",,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
FULLKGQA0171,Identify the regions where the overall current demand for semiconductors is greatest?,regional_demand,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""regionName"": ""Asia Pacific/China"", ""surveyGroup"": ""OEM"", ""totalDemand"": ""77885298.0""}]","Answer: Regional demand returned 1 grouped row(s). Groups: survey group: OEM, region name: China, total demand: 77885298.0.",,"SELECT ?surveyGroup ?regionName (SUM(?demand) AS ?totalDemand) WHERE { VALUES (?origin ?surveyGroup) { (survey:OEM_Survey_Instance ""OEM"") (survey:Tier1_Survey_Instance ""Tier1"") (survey:Semiconductor_Survey_Instance ""Semiconductor"") } ?entry a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemand ?demand . ?region survey:regionName ?regionName . } GROUP BY ?surveyGroup ?regionName ORDER BY DESC(?totalDemand) LIMIT 1",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0172,Define Number Of Company Products Sold Worldwide Gcar.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"The number of company products, including gasoline cars (gcars), sold worldwide in a specific market. In the Digital Reference ontology, it is a subclass of Application.",,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
FULLKGQA0173,"For OEM companies, what are the counts for those that confirmed a shortage and those that did not?",shortage,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""companyCount"": ""1""}]",Answer: The result is 1.,,"SELECT (COUNT(?company) AS ?companyCount) WHERE { BIND(""OEM"" AS ?surveyGroup) ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . FILTER(?origin = survey:OEM_Survey_Instance) FILTER(?shortage = false) }",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0174,What is variance processing time?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,Variance of capacity relevant operation processing time Its declared domain is Operation and its declared range is date Time.,,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0175,In which month did actual vehicle sales achieve their highest count?,vehicle_sales,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""monthLabel"": ""Dec 2023"", ""unitsSold"": ""8093262""}]","Answer: Vehicle-sales results returned 1 monthly row(s). The highest monthly total is Dec 2023 with 8,093,262. The lowest monthly total is Dec 2023 with 8,093,262.",,"SELECT ?monthLabel (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:isActualData true ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?monthLabel) } GROUP BY ?monthLabel ORDER BY DESC(?unitsSold) LIMIT 1",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0176,What does Electronic Components mean?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Industrial sector of Electronic Components In the Digital Reference ontology, it is a subclass of Electronic Equipment Instruments And Components.",,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
FULLKGQA0177,"Show the average autonomous driving percentage for OEMs, categorized by vehicle, SAE level, and year?",autonomous_driving,,llm_ranking,llm_ranking,validated_retrieval,0,8,15,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""42.0"", ""saeL...","Answer: Autonomous-driving development returned 15 grouped row(s). First groups: vehicle type: BEHV, sae level: 1, avg percentage: 42.0; vehicle type: BEHV, sae level: 2, avg percentage: 52.0; vehicle type: BEHV, sae level: 3, avg percentage: 62.0; vehicle type: BEHV, sae level: 4, avg percentage: 72.0; vehicle type: BEHV, sae level: 5, avg percentage: 82.0; vehicle type: BEV, sae level: 1, avg percentage: 42.0; vehicle type: BEV, sae level: 2, avg percentage: 52.0; vehicle type: BEV, sae level: 3, avg percentage: 62.0.",switched_to_nonempty_candidate,"SELECT ?vehicleType ?saeLevel (AVG(?percentage) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?percentage . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) BIND(REPLACE(STR(?sae), '^.*/SAE_Level_', '') AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY ?vehicleType xsd:integer(?saeLevel)",incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,previously_audited_failure,autonomous_driving_complex_grouping
FULLKGQA0178,Define Standard Order.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"EDI or manually entered, can be shipped, can contain several products. In the Digital Reference ontology, it is a subclass of Order.",,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0179,"What survey types can be found among the Tier1, OEM, and Semiconductor categories?",catalog_lookup,,llm_ranking,llm_ranking,validated_retrieval,0,6,15,,"[{""regionName"": ""Americas"", ""surveyType"": ""OEM"", ""totalDemand"": ""41867556.0""}, {""regionName"": ""Americas"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""56.0""}, {""regionName"": ""Americas"", ""surveyType"": ""Tier1"", ""totalDemand"": ""20.7""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""OEM"", ""totalDemand"": ""22941316.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""41.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""Tier1"", ""totalDemand"": ""6.9""}, {""regionName"": ""Asia Pacific/China"", ""surveyType"": ""OEM"", ""totalDemand"": ""50108295.0""}, {""regionName"": ""Asia Pacific/China"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""47.0""}, {""regio...","Answer: Regional demand returned 15 grouped row(s). First groups: region name: Americas, survey type: OEM, total demand: 41867556.0; region name: Americas, survey type: Semiconductor, total demand: 56.0; region name: Americas, survey type: Tier1, total demand: 20.7; region name: All Other, survey type: OEM, total demand: 22941316.0; region name: All Other, survey type: Semiconductor, total demand: 41.0; region name: All Other, survey type: Tier1, total demand: 6.9; region name: China, survey type: OEM, total demand: 50108295.0; region name: China, survey type: Semiconductor, total demand: 47.0.",kept_selected_nonempty,SELECT ?regionName ?surveyType (SUM(?unitsSold) AS ?totalDemand) WHERE { VALUES (?surveyClass ?surveyType) { (survey:OEM_Survey 'OEM') (survey:Tier1_Survey 'Tier1') (survey:Semiconductor_Survey 'Semiconductor') } ?demandForRegion a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?unitsSold . ?origin a ?surveyClass . ?region a survey:Region ; survey:regionName ?regionName . } GROUP BY ?regionName ?surveyType ORDER BY ?regionName ?surveyType,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0180,Define Product Picture URL.,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,The uniform resource locator (URL) of the picture of a product Its declared domain is Product and its declared range is string.,,,correct,Deterministic DR ontology lookup returned a definition-style answer.,,,deterministic_definition_rule,,none,none
FULLKGQA0181,"For each of the baselines BL1 and BL2, how many Tier1 Automotive current-demand entries have been captured?",current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,0,8,2,,"[{""baseline"": ""BL1"", ""entryCount"": ""1""}, {""baseline"": ""BL2"", ""entryCount"": ""1""}]","Answer: The query returned 2 row(s). Results: baseline: BL1, entry count: 1; baseline: BL2, entry count: 1.",kept_selected_nonempty,"SELECT ?baseline (COUNT(?entry) AS ?entryCount) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasSurveyOrigin survey:Tier1_Survey ; survey:hasMarketSegment survey:Automotive ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:hasMarketSegment survey:Automotive ; survey:baselineType ?baseline . FILTER(?baseline IN ('BL1', 'BL2')) } GROUP BY ?baseline ORDER BY ?baseline",incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,previously_audited_failure,current_demand_baseline_or_scope
FULLKGQA0182,What is CO2 Equivalent Per Material?,,definition,direct_graph_supported,auto_answer,digital_reference_ontology,0,0,0,,,"Indicates the carbon dioxide (CO2) equivalent emissions or burden associated with a specific material. In the Digital Reference ontology, it is a subclass of Application.",,,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy_non_sparql_definition,none,
